,TYPE,Lat,Long,Count,zipcode
2356,LIGHT,42.294,-71.065,9,02124
2357,LIGHT,42.294,-71.066,16,02124
2358,LIGHT,42.294,-71.067,8,02124
2359,LIGHT,42.294,-71.068,11,02124
2360,LIGHT,42.294,-71.069,9,02124
2361,LIGHT,42.294,-71.070,4,02124
2362,LIGHT,42.294,-71.071,10,02124
2363,LIGHT,42.294,-71.072,10,02124
2364,LIGHT,42.294,-71.073,2,02124
2365,LIGHT,42.294,-71.074,3,02124
2366,LIGHT,42.294,-71.075,7,02124
2367,LIGHT,42.294,-71.076,9,02124
2368,LIGHT,42.294,-71.077,10,02124
2369,LIGHT,42.294,-71.078,6,02124
2370,LIGHT,42.294,-71.079,4,02124
2371,LIGHT,42.294,-71.080,15,02124
2372,LIGHT,42.294,-71.081,11,02124
2373,LIGHT,42.294,-71.082,11,02124
2374,LIGHT,42.294,-71.083,9,02124
2375,LIGHT,42.294,-71.084,3,02124
2376,LIGHT,42.294,-71.085,7,02124
2377,LIGHT,42.294,-71.086,4,02124
2378,LIGHT,42.294,-71.087,13,02124
2379,LIGHT,42.294,-71.088,10,02124
2380,LIGHT,42.294,-71.089,13,02126
2381,LIGHT,42.294,-71.090,7,02126
2382,LIGHT,42.294,-71.091,10,02126
2383,LIGHT,42.294,-71.092,6,02126
2384,LIGHT,42.294,-71.093,9,02126
2385,LIGHT,42.294,-71.096,1,02126
2386,LIGHT,42.294,-71.097,2,02126
2387,LIGHT,42.294,-71.098,1,02126
2388,LIGHT,42.294,-71.114,1,02131
2389,LIGHT,42.294,-71.115,3,02131
2390,LIGHT,42.294,-71.116,3,02131
2391,LIGHT,42.294,-71.117,8,02131
2392,LIGHT,42.294,-71.118,2,02131
2393,LIGHT,42.294,-71.119,8,02131
2394,LIGHT,42.294,-71.120,1,02131
2395,LIGHT,42.294,-71.121,2,02131
2396,LIGHT,42.294,-71.135,9,02131
2397,LIGHT,42.294,-71.136,9,02131
2398,LIGHT,42.294,-71.137,3,02131
2399,LIGHT,42.294,-71.138,5,02131
2400,LIGHT,42.294,-71.139,5,02131
2401,LIGHT,42.294,-71.140,5,02131
2402,LIGHT,42.294,-71.145,2,02132
2403,LIGHT,42.294,-71.152,2,02132
2404,LIGHT,42.294,-71.154,3,02132
2405,LIGHT,42.294,-71.157,1,02132
2406,LIGHT,42.294,-71.159,6,02132
2407,LIGHT,42.294,-71.160,6,02132
2408,LIGHT,42.294,-71.161,2,02132
2409,LIGHT,42.294,-71.169,1,02132
2410,LIGHT,42.295,-71.045,1,02122
2411,LIGHT,42.295,-71.046,1,02122
2412,LIGHT,42.295,-71.047,9,02122
2413,LIGHT,42.295,-71.048,5,02122
2414,LIGHT,42.295,-71.049,2,02122
2415,LIGHT,42.295,-71.052,1,02122
2416,LIGHT,42.295,-71.053,11,02122
2417,LIGHT,42.295,-71.054,7,02122
2418,LIGHT,42.295,-71.055,7,02122
2419,LIGHT,42.295,-71.056,10,02122
2420,LIGHT,42.295,-71.059,2,02122
2421,LIGHT,42.295,-71.061,12,02124
2422,LIGHT,42.295,-71.062,14,02124
2423,LIGHT,42.295,-71.063,11,02124
2424,LIGHT,42.295,-71.064,11,02124
2425,LIGHT,42.295,-71.065,14,02124
2426,LIGHT,42.295,-71.066,4,02124
2427,LIGHT,42.295,-71.067,11,02124
2428,LIGHT,42.295,-71.068,9,02124
2429,LIGHT,42.295,-71.069,5,02124
2430,LIGHT,42.295,-71.070,10,02124
2431,LIGHT,42.295,-71.071,11,02124
2432,LIGHT,42.295,-71.072,14,02124
2433,LIGHT,42.295,-71.073,6,02124
2434,LIGHT,42.295,-71.074,9,02124
2435,LIGHT,42.295,-71.075,8,02124
2436,LIGHT,42.295,-71.076,1,02124
2437,LIGHT,42.295,-71.077,8,02124
2438,LIGHT,42.295,-71.078,6,02124
2439,LIGHT,42.295,-71.080,17,02124
2440,LIGHT,42.295,-71.081,1,02124
2441,LIGHT,42.295,-71.083,1,02124
2442,LIGHT,42.295,-71.084,10,02124
2443,LIGHT,42.295,-71.085,9,02124
2444,LIGHT,42.295,-71.086,7,02124
2445,LIGHT,42.295,-71.087,12,02124
2446,LIGHT,42.295,-71.088,10,02124
2447,LIGHT,42.295,-71.089,25,02124
2448,LIGHT,42.295,-71.090,24,02126
2449,LIGHT,42.295,-71.091,10,02126
2450,LIGHT,42.295,-71.092,10,02126
2451,LIGHT,42.295,-71.093,1,02126
2452,LIGHT,42.295,-71.096,3,02126
2453,LIGHT,42.295,-71.097,3,02126
2454,LIGHT,42.295,-71.098,2,02126
2455,LIGHT,42.295,-71.099,1,02126
2456,LIGHT,42.295,-71.113,11,02130
2457,LIGHT,42.295,-71.114,7,02130
2458,LIGHT,42.295,-71.115,8,02130
2459,LIGHT,42.295,-71.116,12,02130
2460,LIGHT,42.295,-71.117,2,02130
2461,LIGHT,42.295,-71.118,8,02130
2462,LIGHT,42.295,-71.119,1,02130
2463,LIGHT,42.295,-71.120,1,02130
2464,LIGHT,42.295,-71.122,5,02130
2465,LIGHT,42.295,-71.123,3,02130
2466,LIGHT,42.295,-71.124,3,02130
2467,LIGHT,42.295,-71.125,1,02130
2468,LIGHT,42.295,-71.131,7,02130
2469,LIGHT,42.295,-71.132,5,02130
2470,LIGHT,42.295,-71.134,13,02130
2471,LIGHT,42.295,-71.135,6,02130
2472,LIGHT,42.295,-71.136,7,02130
2473,LIGHT,42.295,-71.137,8,02130
2474,LIGHT,42.295,-71.138,7,02130
2475,LIGHT,42.295,-71.139,6,02130
2476,LIGHT,42.295,-71.140,6,02130
2477,LIGHT,42.295,-71.141,1,02132
2478,LIGHT,42.295,-71.145,3,02132
2479,LIGHT,42.295,-71.146,1,02132
2480,LIGHT,42.295,-71.147,1,02132
2481,LIGHT,42.295,-71.152,1,02132
2482,LIGHT,42.295,-71.153,7,02132
2483,LIGHT,42.295,-71.154,13,02132
2484,LIGHT,42.295,-71.155,6,02132
2485,LIGHT,42.295,-71.156,6,02132
2486,LIGHT,42.295,-71.157,11,02132
2487,LIGHT,42.295,-71.158,16,02132
2488,LIGHT,42.295,-71.159,1,02132
2489,LIGHT,42.295,-71.170,1,02132
2490,LIGHT,42.296,-71.046,2,02122
2491,LIGHT,42.296,-71.047,11,02122
2492,LIGHT,42.296,-71.048,16,02122
2493,LIGHT,42.296,-71.049,1,02122
2494,LIGHT,42.296,-71.051,2,02122
2495,LIGHT,42.296,-71.052,3,02122
2496,LIGHT,42.296,-71.054,5,02122
2497,LIGHT,42.296,-71.055,12,02122
2498,LIGHT,42.296,-71.056,9,02122
2499,LIGHT,42.296,-71.057,1,02122
2500,LIGHT,42.296,-71.058,4,02122
2501,LIGHT,42.296,-71.059,2,02122
2502,LIGHT,42.296,-71.060,2,02124
2503,LIGHT,42.296,-71.061,13,02124
2504,LIGHT,42.296,-71.062,14,02124
2505,LIGHT,42.296,-71.063,9,02124
2506,LIGHT,42.296,-71.064,13,02124
2507,LIGHT,42.296,-71.065,9,02124
2508,LIGHT,42.296,-71.066,6,02124
2509,LIGHT,42.296,-71.067,12,02124
2510,LIGHT,42.296,-71.068,5,02124
2511,LIGHT,42.296,-71.069,8,02124
2512,LIGHT,42.296,-71.070,12,02124
2513,LIGHT,42.296,-71.071,5,02124
2514,LIGHT,42.296,-71.072,15,02124
2515,LIGHT,42.296,-71.073,3,02124
2516,LIGHT,42.296,-71.074,11,02124
2517,LIGHT,42.296,-71.075,12,02124
2518,LIGHT,42.296,-71.076,8,02124
2519,LIGHT,42.296,-71.077,8,02124
2520,LIGHT,42.296,-71.078,10,02124
2521,LIGHT,42.296,-71.079,7,02124
2522,LIGHT,42.296,-71.080,14,02124
2523,LIGHT,42.296,-71.081,6,02124
2524,LIGHT,42.296,-71.082,6,02124
2525,LIGHT,42.296,-71.083,8,02124
2526,LIGHT,42.296,-71.084,9,02124
2527,LIGHT,42.296,-71.086,3,02124
2528,LIGHT,42.296,-71.087,16,02124
2529,LIGHT,42.296,-71.088,2,02124
2530,LIGHT,42.296,-71.089,8,02124
2531,LIGHT,42.296,-71.090,8,02121
2532,LIGHT,42.296,-71.091,17,02126
2533,LIGHT,42.296,-71.092,3,02126
2534,LIGHT,42.296,-71.099,2,02126
2535,LIGHT,42.296,-71.100,1,02126
2536,LIGHT,42.296,-71.112,6,02130
2537,LIGHT,42.296,-71.113,4,02130
2538,LIGHT,42.296,-71.114,4,02130
2539,LIGHT,42.296,-71.115,8,02130
2540,LIGHT,42.296,-71.116,3,02130
2541,LIGHT,42.296,-71.117,10,02130
2542,LIGHT,42.296,-71.125,1,02130
2543,LIGHT,42.296,-71.126,2,02130
2544,LIGHT,42.296,-71.127,3,02130
2545,LIGHT,42.296,-71.128,2,02130
2546,LIGHT,42.296,-71.129,8,02130
2547,LIGHT,42.296,-71.130,8,02130
2548,LIGHT,42.296,-71.131,3,02130
2549,LIGHT,42.296,-71.132,12,02130
2550,LIGHT,42.296,-71.133,17,02130
2551,LIGHT,42.296,-71.134,7,02130
2552,LIGHT,42.296,-71.135,9,02130
2553,LIGHT,42.296,-71.136,5,02130
2554,LIGHT,42.296,-71.137,1,02130
2555,LIGHT,42.296,-71.141,5,02130
2556,LIGHT,42.296,-71.142,5,02132
2557,LIGHT,42.296,-71.143,4,02132
2558,LIGHT,42.296,-71.144,5,02132
2559,LIGHT,42.296,-71.145,6,02132
2560,LIGHT,42.296,-71.146,8,02132
2561,LIGHT,42.296,-71.147,7,02132
2562,LIGHT,42.296,-71.148,6,02132
2563,LIGHT,42.296,-71.149,1,02132
2564,LIGHT,42.296,-71.154,4,02132
2565,LIGHT,42.296,-71.155,5,02132
2566,LIGHT,42.296,-71.156,3,02132
2567,LIGHT,42.296,-71.157,11,02132
2568,LIGHT,42.296,-71.158,11,02132
2569,LIGHT,42.296,-71.167,1,02132
2570,LIGHT,42.297,-71.046,1,02122
2571,LIGHT,42.297,-71.047,6,02122
2572,LIGHT,42.297,-71.048,14,02122
2573,LIGHT,42.297,-71.049,8,02122
2574,LIGHT,42.297,-71.050,6,02122
2575,LIGHT,42.297,-71.051,3,02122
2576,LIGHT,42.297,-71.052,1,02122
2577,LIGHT,42.297,-71.054,2,02122
2578,LIGHT,42.297,-71.055,3,02122
2579,LIGHT,42.297,-71.056,16,02122
2580,LIGHT,42.297,-71.057,1,02122
2581,LIGHT,42.297,-71.059,2,02122
2582,LIGHT,42.297,-71.060,11,02124
2583,LIGHT,42.297,-71.061,10,02124
2584,LIGHT,42.297,-71.062,20,02124
2585,LIGHT,42.297,-71.063,10,02124
2586,LIGHT,42.297,-71.064,4,02124
2587,LIGHT,42.297,-71.065,12,02124
2588,LIGHT,42.297,-71.066,9,02124
2589,LIGHT,42.297,-71.067,6,02124
2590,LIGHT,42.297,-71.068,8,02124
2591,LIGHT,42.297,-71.069,6,02124
2592,LIGHT,42.297,-71.070,9,02124
2593,LIGHT,42.297,-71.071,11,02124
2594,LIGHT,42.297,-71.072,16,02124
2595,LIGHT,42.297,-71.073,8,02124
2596,LIGHT,42.297,-71.074,6,02124
2597,LIGHT,42.297,-71.075,5,02124
2598,LIGHT,42.297,-71.076,15,02124
2599,LIGHT,42.297,-71.077,10,02124
2600,LIGHT,42.297,-71.078,8,02124
2601,LIGHT,42.297,-71.079,2,02124
2602,LIGHT,42.297,-71.080,11,02124
2603,LIGHT,42.297,-71.081,4,02124
2604,LIGHT,42.297,-71.082,2,02124
2605,LIGHT,42.297,-71.083,8,02124
2606,LIGHT,42.297,-71.084,12,02124
2607,LIGHT,42.297,-71.085,5,02124
2608,LIGHT,42.297,-71.086,5,02121
2609,LIGHT,42.297,-71.087,18,02121
2610,LIGHT,42.297,-71.088,5,02121
2611,LIGHT,42.297,-71.089,8,02121
2612,LIGHT,42.297,-71.090,9,02121
2613,LIGHT,42.297,-71.091,2,02121
2614,LIGHT,42.297,-71.100,2,02126
2615,LIGHT,42.297,-71.101,1,02126
2616,LIGHT,42.297,-71.110,2,02130
2617,LIGHT,42.297,-71.111,7,02130
2618,LIGHT,42.297,-71.112,6,02130
2619,LIGHT,42.297,-71.113,5,02130
2620,LIGHT,42.297,-71.114,4,02130
2621,LIGHT,42.297,-71.115,8,02130
2622,LIGHT,42.297,-71.116,9,02130
2623,LIGHT,42.297,-71.117,4,02130
2624,LIGHT,42.297,-71.129,2,02130
2625,LIGHT,42.297,-71.130,13,02130
2626,LIGHT,42.297,-71.131,10,02130
2627,LIGHT,42.297,-71.132,10,02130
2628,LIGHT,42.297,-71.133,2,02130
2629,LIGHT,42.297,-71.134,5,02130
2630,LIGHT,42.297,-71.145,4,02132
2631,LIGHT,42.297,-71.146,2,02132
2632,LIGHT,42.297,-71.155,3,02132
2633,LIGHT,42.297,-71.156,1,02132
2634,LIGHT,42.297,-71.157,2,02132
2635,LIGHT,42.297,-71.158,5,02132
2636,LIGHT,42.297,-71.159,1,02132
2637,LIGHT,42.297,-71.172,7,02459
2638,LIGHT,42.297,-71.173,3,02459
2639,LIGHT,42.298,-71.045,12,02122
2640,LIGHT,42.298,-71.046,4,02122
2641,LIGHT,42.298,-71.047,1,02122
2642,LIGHT,42.298,-71.048,12,02122
2643,LIGHT,42.298,-71.049,11,02122
2644,LIGHT,42.298,-71.050,9,02122
2645,LIGHT,42.298,-71.051,3,02122
2646,LIGHT,42.298,-71.056,3,02122
2647,LIGHT,42.298,-71.057,10,02122
2648,LIGHT,42.298,-71.058,6,02122
2649,LIGHT,42.298,-71.059,7,02122
2650,LIGHT,42.298,-71.060,21,02124
2651,LIGHT,42.298,-71.061,13,02124
2652,LIGHT,42.298,-71.062,11,02124
2653,LIGHT,42.298,-71.063,9,02124
2654,LIGHT,42.298,-71.064,10,02124
2655,LIGHT,42.298,-71.065,5,02124
2656,LIGHT,42.298,-71.066,9,02124
2657,LIGHT,42.298,-71.067,5,02124
2658,LIGHT,42.298,-71.068,4,02124
2659,LIGHT,42.298,-71.069,4,02124
2660,LIGHT,42.298,-71.070,3,02124
2661,LIGHT,42.298,-71.071,11,02124
2662,LIGHT,42.298,-71.072,11,02124
2663,LIGHT,42.298,-71.073,11,02124
2664,LIGHT,42.298,-71.074,8,02124
2665,LIGHT,42.298,-71.075,9,02124
2666,LIGHT,42.298,-71.076,7,02124
2667,LIGHT,42.298,-71.077,7,02124
2668,LIGHT,42.298,-71.078,13,02124
2669,LIGHT,42.298,-71.080,5,02124
2670,LIGHT,42.298,-71.081,14,02124
2671,LIGHT,42.298,-71.082,5,02124
2672,LIGHT,42.298,-71.083,4,02121
2673,LIGHT,42.298,-71.084,4,02121
2674,LIGHT,42.298,-71.085,4,02121
2675,LIGHT,42.298,-71.086,18,02121
2676,LIGHT,42.298,-71.087,7,02121
2677,LIGHT,42.298,-71.088,1,02121
2678,LIGHT,42.298,-71.099,1,02121
2679,LIGHT,42.298,-71.100,8,02121
2680,LIGHT,42.298,-71.101,5,02130
2681,LIGHT,42.298,-71.102,1,02130
2682,LIGHT,42.298,-71.110,3,02130
2683,LIGHT,42.298,-71.111,6,02130
2684,LIGHT,42.298,-71.112,6,02130
2685,LIGHT,42.298,-71.113,9,02130
2686,LIGHT,42.298,-71.114,13,02130
2687,LIGHT,42.298,-71.115,19,02130
2688,LIGHT,42.298,-71.116,22,02130
2689,LIGHT,42.298,-71.117,2,02130
2690,LIGHT,42.298,-71.129,6,02130
2691,LIGHT,42.298,-71.130,8,02130
2692,LIGHT,42.298,-71.132,6,02130
2693,LIGHT,42.298,-71.157,2,02132
2694,LIGHT,42.298,-71.158,1,02132
2695,LIGHT,42.298,-71.171,2,02459
2696,LIGHT,42.298,-71.172,5,02459
2697,LIGHT,42.299,-71.043,11,02122
2698,LIGHT,42.299,-71.044,15,02122
2699,LIGHT,42.299,-71.045,3,02122
2700,LIGHT,42.299,-71.046,3,02122
2701,LIGHT,42.299,-71.047,3,02122
2702,LIGHT,42.299,-71.048,3,02122
2703,LIGHT,42.299,-71.049,11,02122
2704,LIGHT,42.299,-71.050,4,02122
2705,LIGHT,42.299,-71.054,6,02122
2706,LIGHT,42.299,-71.057,2,02122
2707,LIGHT,42.299,-71.058,13,02122
2708,LIGHT,42.299,-71.059,6,02122
2709,LIGHT,42.299,-71.060,19,02124
2710,LIGHT,42.299,-71.061,11,02124
2711,LIGHT,42.299,-71.062,10,02124
2712,LIGHT,42.299,-71.063,24,02124
2713,LIGHT,42.299,-71.064,14,02124
2714,LIGHT,42.299,-71.065,12,02124
2715,LIGHT,42.299,-71.066,3,02124
2716,LIGHT,42.299,-71.067,4,02124
2717,LIGHT,42.299,-71.068,6,02124
2718,LIGHT,42.299,-71.069,7,02124
2719,LIGHT,42.299,-71.070,4,02124
2720,LIGHT,42.299,-71.071,7,02124
2721,LIGHT,42.299,-71.072,14,02124
2722,LIGHT,42.299,-71.073,17,02124
2723,LIGHT,42.299,-71.074,7,02124
2724,LIGHT,42.299,-71.075,9,02124
2725,LIGHT,42.299,-71.076,12,02124
2726,LIGHT,42.299,-71.077,13,02124
2727,LIGHT,42.299,-71.078,13,02124
2728,LIGHT,42.299,-71.079,1,02121
2729,LIGHT,42.299,-71.080,5,02121
2730,LIGHT,42.299,-71.081,14,02121
2731,LIGHT,42.299,-71.082,6,02121
2732,LIGHT,42.299,-71.083,11,02121
2733,LIGHT,42.299,-71.084,1,02121
2734,LIGHT,42.299,-71.085,2,02121
2735,LIGHT,42.299,-71.086,14,02121
2736,LIGHT,42.299,-71.100,5,02121
2737,LIGHT,42.299,-71.101,2,02130
2738,LIGHT,42.299,-71.102,6,02130
2739,LIGHT,42.299,-71.103,3,02130
2740,LIGHT,42.299,-71.106,1,02130
2741,LIGHT,42.299,-71.107,4,02130
2742,LIGHT,42.299,-71.111,2,02130
2743,LIGHT,42.299,-71.112,6,02130
2744,LIGHT,42.299,-71.113,16,02130
2745,LIGHT,42.299,-71.114,24,02130
2746,LIGHT,42.299,-71.115,7,02130
2747,LIGHT,42.299,-71.128,5,02130
2748,LIGHT,42.299,-71.129,1,02130
2749,LIGHT,42.299,-71.130,8,02130
2750,LIGHT,42.299,-71.131,5,02130
2751,LIGHT,42.299,-71.137,3,02130
2752,LIGHT,42.299,-71.138,4,02130
2753,LIGHT,42.299,-71.158,1,02132
2754,LIGHT,42.299,-71.159,2,02132
2755,LIGHT,42.300,-71.043,1,02122
2756,LIGHT,42.300,-71.045,3,02122
2757,LIGHT,42.300,-71.046,1,02122
2758,LIGHT,42.300,-71.047,1,02122
2759,LIGHT,42.300,-71.048,5,02122
2760,LIGHT,42.300,-71.049,10,02122
2761,LIGHT,42.300,-71.050,1,02122
2762,LIGHT,42.300,-71.051,2,02122
2763,LIGHT,42.300,-71.052,5,02122
2764,LIGHT,42.300,-71.054,1,02122
2765,LIGHT,42.300,-71.055,8,02122
2766,LIGHT,42.300,-71.057,1,02122
2767,LIGHT,42.300,-71.058,3,02122
2768,LIGHT,42.300,-71.059,14,02122
2769,LIGHT,42.300,-71.060,22,02124
2770,LIGHT,42.300,-71.061,7,02124
2771,LIGHT,42.300,-71.062,7,02124
2772,LIGHT,42.300,-71.063,12,02124
2773,LIGHT,42.300,-71.064,2,02124
2774,LIGHT,42.300,-71.065,8,02124
2775,LIGHT,42.300,-71.066,14,02124
2776,LIGHT,42.300,-71.067,11,02124
2777,LIGHT,42.300,-71.068,8,02124
2778,LIGHT,42.300,-71.069,8,02124
2779,LIGHT,42.300,-71.070,5,02124
2780,LIGHT,42.300,-71.071,9,02124
2781,LIGHT,42.300,-71.072,8,02124
2782,LIGHT,42.300,-71.073,9,02124
2783,LIGHT,42.300,-71.074,7,02124
2784,LIGHT,42.300,-71.075,11,02121
2785,LIGHT,42.300,-71.076,8,02121
2786,LIGHT,42.300,-71.077,6,02121
2787,LIGHT,42.300,-71.078,16,02121
2788,LIGHT,42.300,-71.079,1,02121
2789,LIGHT,42.300,-71.080,4,02121
2790,LIGHT,42.300,-71.081,6,02121
2791,LIGHT,42.300,-71.082,13,02121
2792,LIGHT,42.300,-71.083,12,02121
2793,LIGHT,42.300,-71.084,8,02121
2794,LIGHT,42.300,-71.085,9,02121
2795,LIGHT,42.300,-71.086,8,02121
2796,LIGHT,42.300,-71.087,3,02121
2797,LIGHT,42.300,-71.100,1,02121
2798,LIGHT,42.300,-71.101,7,02130
2799,LIGHT,42.300,-71.102,2,02130
2800,LIGHT,42.300,-71.103,2,02130
2801,LIGHT,42.300,-71.104,4,02130
2802,LIGHT,42.300,-71.105,4,02130
2803,LIGHT,42.300,-71.106,7,02130
2804,LIGHT,42.300,-71.107,6,02130
2805,LIGHT,42.300,-71.108,1,02130
2806,LIGHT,42.300,-71.109,3,02130
2807,LIGHT,42.300,-71.110,6,02130
2808,LIGHT,42.300,-71.111,2,02130
2809,LIGHT,42.300,-71.112,2,02130
2810,LIGHT,42.300,-71.113,12,02130
2811,LIGHT,42.300,-71.114,15,02130
2812,LIGHT,42.300,-71.115,8,02130
2813,LIGHT,42.300,-71.116,7,02130
2814,LIGHT,42.300,-71.117,7,02130
2815,LIGHT,42.300,-71.118,5,02130
2816,LIGHT,42.300,-71.119,2,02130
2817,LIGHT,42.300,-71.127,11,02130
2818,LIGHT,42.300,-71.128,8,02130
2819,LIGHT,42.300,-71.129,3,02130
2820,LIGHT,42.300,-71.130,8,02130
2821,LIGHT,42.300,-71.131,2,02130
2822,LIGHT,42.300,-71.137,2,02130
2823,LIGHT,42.300,-71.138,6,02130
2824,LIGHT,42.300,-71.139,12,02130
2825,LIGHT,42.300,-71.160,1,02132
2826,LIGHT,42.300,-71.167,1,02459
2827,LIGHT,42.300,-71.169,3,02459
2828,LIGHT,42.301,-71.043,2,02122
2829,LIGHT,42.301,-71.044,2,02122
2830,LIGHT,42.301,-71.045,3,02122
2831,LIGHT,42.301,-71.046,1,02122
2832,LIGHT,42.301,-71.048,6,02122
2833,LIGHT,42.301,-71.049,3,02122
2834,LIGHT,42.301,-71.050,9,02122
2835,LIGHT,42.301,-71.051,2,02122
2836,LIGHT,42.301,-71.052,4,02122
2837,LIGHT,42.301,-71.055,2,02122
2838,LIGHT,42.301,-71.056,6,02122
2839,LIGHT,42.301,-71.057,6,02122
2840,LIGHT,42.301,-71.058,7,02122
2841,LIGHT,42.301,-71.059,19,02122
2842,LIGHT,42.301,-71.060,5,02124
2843,LIGHT,42.301,-71.061,1,02124
2844,LIGHT,42.301,-71.062,7,02124
2845,LIGHT,42.301,-71.063,8,02124
2846,LIGHT,42.301,-71.064,13,02124
2847,LIGHT,42.301,-71.065,5,02124
2848,LIGHT,42.301,-71.066,7,02124
2849,LIGHT,42.301,-71.067,16,02124
2850,LIGHT,42.301,-71.068,9,02124
2851,LIGHT,42.301,-71.069,6,02124
2852,LIGHT,42.301,-71.070,4,02124
2853,LIGHT,42.301,-71.071,9,02124
2854,LIGHT,42.301,-71.072,5,02121
2855,LIGHT,42.301,-71.073,9,02121
2856,LIGHT,42.301,-71.074,5,02121
2857,LIGHT,42.301,-71.075,6,02121
2858,LIGHT,42.301,-71.076,7,02121
2859,LIGHT,42.301,-71.077,14,02121
2860,LIGHT,42.301,-71.078,12,02121
2861,LIGHT,42.301,-71.080,2,02121
2862,LIGHT,42.301,-71.081,2,02121
2863,LIGHT,42.301,-71.082,8,02121
2864,LIGHT,42.301,-71.083,5,02121
2865,LIGHT,42.301,-71.084,10,02121
2866,LIGHT,42.301,-71.085,18,02121
2867,LIGHT,42.301,-71.086,2,02121
2868,LIGHT,42.301,-71.087,4,02121
2869,LIGHT,42.301,-71.088,6,02121
2870,LIGHT,42.301,-71.089,2,02121
2871,LIGHT,42.301,-71.101,3,02130
2872,LIGHT,42.301,-71.103,1,02130
2873,LIGHT,42.301,-71.104,4,02130
2874,LIGHT,42.301,-71.105,2,02130
2875,LIGHT,42.301,-71.106,8,02130
2876,LIGHT,42.301,-71.107,14,02130
2877,LIGHT,42.301,-71.108,10,02130
2878,LIGHT,42.301,-71.109,14,02130
2879,LIGHT,42.301,-71.110,8,02130
2880,LIGHT,42.301,-71.111,9,02130
2881,LIGHT,42.301,-71.112,12,02130
2882,LIGHT,42.301,-71.113,20,02130
2883,LIGHT,42.301,-71.114,15,02130
2884,LIGHT,42.301,-71.115,2,02130
2885,LIGHT,42.301,-71.116,1,02130
2886,LIGHT,42.301,-71.126,6,02130
2887,LIGHT,42.301,-71.127,18,02130
2888,LIGHT,42.301,-71.128,2,02130
2889,LIGHT,42.301,-71.129,12,02130
2890,LIGHT,42.301,-71.132,1,02130
2891,LIGHT,42.301,-71.135,1,02130
2892,LIGHT,42.301,-71.164,1,02467
2893,LIGHT,42.301,-71.165,1,02467
2894,LIGHT,42.302,-71.044,2,02122
2895,LIGHT,42.302,-71.045,2,02122
2896,LIGHT,42.302,-71.046,1,02122
2897,LIGHT,42.302,-71.048,8,02122
2898,LIGHT,42.302,-71.050,4,02122
2899,LIGHT,42.302,-71.051,6,02122
2900,LIGHT,42.302,-71.052,7,02122
2901,LIGHT,42.302,-71.053,3,02122
2902,LIGHT,42.302,-71.054,3,02122
2903,LIGHT,42.302,-71.056,6,02122
2904,LIGHT,42.302,-71.057,5,02122
2905,LIGHT,42.302,-71.058,10,02122
2906,LIGHT,42.302,-71.059,16,02122
2907,LIGHT,42.302,-71.060,15,02124
2908,LIGHT,42.302,-71.061,5,02124
2909,LIGHT,42.302,-71.062,11,02124
2910,LIGHT,42.302,-71.063,11,02124
2911,LIGHT,42.302,-71.064,6,02124
2912,LIGHT,42.302,-71.065,7,02124
2913,LIGHT,42.302,-71.066,5,02124
2914,LIGHT,42.302,-71.067,8,02124
2915,LIGHT,42.302,-71.068,7,02121
2916,LIGHT,42.302,-71.069,14,02121
2917,LIGHT,42.302,-71.070,12,02121
2918,LIGHT,42.302,-71.071,10,02121
2919,LIGHT,42.302,-71.072,4,02121
2920,LIGHT,42.302,-71.073,9,02121
2921,LIGHT,42.302,-71.074,8,02121
2922,LIGHT,42.302,-71.075,7,02121
2923,LIGHT,42.302,-71.076,9,02121
2924,LIGHT,42.302,-71.077,7,02121
2925,LIGHT,42.302,-71.078,5,02121
2926,LIGHT,42.302,-71.079,4,02121
2927,LIGHT,42.302,-71.080,7,02121
2928,LIGHT,42.302,-71.081,3,02121
2929,LIGHT,42.302,-71.082,2,02121
2930,LIGHT,42.302,-71.083,5,02121
2931,LIGHT,42.302,-71.084,5,02121
2932,LIGHT,42.302,-71.085,17,02121
2933,LIGHT,42.302,-71.086,2,02121
2934,LIGHT,42.302,-71.087,6,02121
2935,LIGHT,42.302,-71.088,4,02121
2936,LIGHT,42.302,-71.089,3,02121
2937,LIGHT,42.302,-71.090,3,02121
2938,LIGHT,42.302,-71.100,2,02121
2939,LIGHT,42.302,-71.101,2,02130
2940,LIGHT,42.302,-71.104,1,02130
2941,LIGHT,42.302,-71.108,2,02130
2942,LIGHT,42.302,-71.110,2,02130
2943,LIGHT,42.302,-71.111,8,02130
2944,LIGHT,42.302,-71.112,12,02130
2945,LIGHT,42.302,-71.113,14,02130
2946,LIGHT,42.302,-71.114,10,02130
2947,LIGHT,42.302,-71.115,5,02130
2948,LIGHT,42.302,-71.116,7,02130
2949,LIGHT,42.302,-71.117,4,02130
2950,LIGHT,42.302,-71.118,1,02130
2951,LIGHT,42.302,-71.125,6,02130
2952,LIGHT,42.302,-71.126,9,02130
2953,LIGHT,42.302,-71.127,17,02130
2954,LIGHT,42.302,-71.128,7,02130
2955,LIGHT,42.302,-71.129,1,02130
2956,LIGHT,42.302,-71.134,1,02130
2957,LIGHT,42.302,-71.163,1,02467
2958,LIGHT,42.302,-71.164,2,02467
2959,LIGHT,42.302,-71.165,1,02467
2960,LIGHT,42.303,-71.047,2,02122
2961,LIGHT,42.303,-71.048,4,02122
2962,LIGHT,42.303,-71.051,3,02122
